wave,trans
4700.0,0.0
4800.0,0.033
4900.0,0.176
5000.0,0.485
5100.0,0.811
5200.0,0.986
5300.0,1.0
5400.0,0.955
5500.0,0.865
5600.0,0.75
5700.0,0.656
5800.0,0.545
5900.0,0.434
6000.0,0.334
6100.0,0.249
6200.0,0.18
6300.0,0.124
6400.0,0.075
6500.0,0.041
6600.0,0.022
6700.0,0.014
6800.0,0.011
6900.0,0.008
7000.0,0.006
7100.0,0.004
7200.0,0.002
7300.0,0.001
7400.0,0.0
